Column1._id,Column1.服務類別,Column1.機關類別,Column1.機關名稱,Column1.行政區域,Column1.AP編號,Column1.AP廠牌,Column1.AP_MAC,Column1.APIP,Column1.地址,Column1.線路編號,Column1.線路頻寬(M),Column1.經度,Column1.緯度,Column1.熱點類別,Column1.HUBSITE ID,Column1.HUBSITE NAME,Column1.英文地址
78,IH,圖書館,龍華民眾閱覽室,南港區,NG030009,Aruba,9C:1C:12:7F:29:D0,10.114.71.150,臺北市南港區東新街63巷8號(1樓服務台前方天花板),227Y146975,16M/3M,121.587003,25.047591,市立圖書館,HB06000649,龍華民眾閱覽室,"No.8, Lane 63, Dongxin St., Nangang Dist., Taipei City, Taiwan"
79,IH,圖書館,松山機場智慧圖書館,松山區,SS030017,Aruba,9C:1C:12:7F:29:E0,10.114.71.152,臺北市松山區敦化北路338號(捷運松山機場站3號入口B1連通道),225Y191518,16M/3M,121.54964199999999,25.063720999999997,市立圖書館,HB14000538,松山機場智慧圖書館,"No.338, Dunhua N. Rd., Songshan Dist., Taipei City, Taiwan"
80,IH,圖書館,景新分館,文山區,WS030029,Aruba,9C:1C:12:7F:25:70,10.114.71.149,臺北市文山區景後街151號(1樓樂齡中心),2931Y027855,20M/5M,121.54203100000001,24.990153,市立圖書館,HB06000645,景新分館,"No.151, Jinghou St., Wenshan Dist., Taipei City, Taiwan"
81,IH,市政機關,至善老人養護中心,士林區,SL220051,Aruba,9C:1C:12:7F:33:F0,10.114.71.127,臺北市士林區仰德大道二段2巷50號(服務台),288Y105247,12M/3M,121.543182,25.101945999999998,公營及老人住宅,HB14000528,至善老人養護中心,"No.50, Lane 2, Sec. 2, Yangde Blvd., Shilin Dist., Taipei City, Taiwan"
82,IH,市政機關,停車管理工程處服務台,信義區,XY220018,Aruba,00:24:6C:01:C0:D0,10.114.71.154,臺北市信義區松德路300號6樓(營運科停車登記證申辦處),227Y206353,20M/5M,121.57417,25.031916,其他市政機關,HB14000539,台北市停車管理工程處,"6F., No.300, Songde Rd., Xinyi Dist., Taipei City, Taiwan"
83,IH,市集,龍山商場,萬華區,WH230008,Aruba,9C:1C:12:7F:25:C0,10.114.71.142,臺北市萬華區和平西路三段120號(1樓美食街左側),223Y221710,35M/6M,121.499877,25.034951,主要市集,HB14000535,台北市公有龍山商場,"No.120, Sec. 3, Heping W. Rd., Wanhua Dist., Taipei City, Taiwan"
84,IH,市集,龍山商場,萬華區,WH230007,Aruba,00:24:6C:FF:56:B0,10.114.71.141,臺北市萬華區和平西路三段120號(1樓美食街右側),223Y221710,35M/6M,121.499882,25.034979,主要市集,HB14000535,台北市公有龍山商場,"No.120, Sec. 3, Heping W. Rd., Wanhua Dist., Taipei City, Taiwan"
85,IH,市政機關,萬華區行政大樓,萬華區,WH020011,Aruba,9C:1C:12:7F:35:E0,10.114.71.140,臺北市萬華區和平西路三段120號(1樓服務台),223Y181058,20M/5M,121.49983,25.034971,其他市政機關,HB06000623,萬華區行政大樓,"No.120, Sec. 3, Heping W. Rd., Wanhua Dist., Taipei City, Taiwan"
86,IH,市政機關,萬華區行政大樓,萬華區,WH020010,Aruba,9C:1C:12:7F:36:E0,10.114.71.139,臺北市萬華區和平西路三段120號(B2停車管理室),223Y180302,20M/5M,121.499951,25.03497,其他市政機關,HB06000623,萬華區行政大樓,"No.120, Sec. 3, Heping W. Rd., Wanhua Dist., Taipei City, Taiwan"
87,IH,區民活動中心,承德區民活動中心,士林區,WH300017,Aruba,9C:1C:12:7E:EB:00,10.114.71.128,臺北市士林區承德路四段5之1號(中央天花板),288Y093977,16M/3M,121.52186100000002,25.079161,其他市政機關,HB14000529,承德區民活動中心,"No.5-1, Sec. 4, Chengde Rd., Shilin Dist., Taipei City, Taiwan"
88,IH,市政機關,老人自費安養中心,文山區,WS220025,Aruba,9C:1C:12:7F:35:70,10.114.71.49,臺北市文山區興隆路四段109巷30弄6號(活動中心左側門口內天花板上方),2939Y038161,16M/3M,121.562496,24.986238,公營及老人住宅,HB14000096,臺北市政府社會局老人自費安養中心,"No.6, Aly. 30, Lane 109, Sec. 4, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan"
89,IH,市政機關,老人自費安養中心,文山區,WS220024,Aruba,9C:1C:12:7F:23:40,10.114.71.48,臺北市文山區興隆路四段109巷30弄6號(服務台前方冷氣上方天花板),2939Y038161,16M/3M,121.56246999999999,24.986284,公營及老人住宅,HB14000096,臺北市政府社會局老人自費安養中心,"No.6, Aly. 30, Lane 109, Sec. 4, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan"
90,IH,市政機關,富德靈骨塔,文山區,WS220023,Aruba,24:DE:C6:98:C4:50,10.114.71.22,臺北市文山區木柵路五段190號(靈骨塔入門口左側的服務中心天花板上),2939Y037258,16M/3M,121.59446000000001,24.998895,其他市政機關,HB13000913,富德靈骨塔,"No.190, Sec. 5, Muzha Rd., Wenshan Dist., Taipei City, Taiwan"
91,OH,智慧公車亭,三民國中,內湖區,NH270013,Aruba,00:24:6C:5A:5C:70,10.114.51.95,臺北市內湖區民權東路六段45號(右側50M(78號對面)候車亭),,3G,121.585678,25.069029999999998,智慧公車亭,HB12002020,智慧公車亭　三民國中,"No.45, Sec. 6, Minquan E. Rd., Neihu Dist., Taipei City, Taiwan"
92,OH,智慧公車亭,啟智學校,士林區,SL270022,Aruba,00:24:6C:5A:7E:70,10.114.51.189,臺北市士林區天母東路8巷19弄(對面候車亭(新三光越天母店對面)),,3G,121.534645,25.117369,智慧公車亭,HB12002011,智慧公車亭　啟智學校,"Aly. 19, Lane 8, Tianmu E. Rd., Shilin Dist., Taipei City, Taiwan"
93,OH,智慧公車亭,天母棒球場,士林區,SL270021,Aruba,00:24:6C:5A:A6:60,10.114.51.89,臺北市士林區忠誠路二段134號(前方候車亭),,3G,121.53223899999999,25.114281,智慧公車亭,HB12002000,智慧公車亭　天母棒球場,"No.134, Sec. 2, Zhongcheng Rd., Shilin Dist., Taipei City, Taiwan"
94,OH,智慧公車亭,天母棒球場,士林區,SL270020,Aruba,00:24:6C:5A:48:90,10.114.51.86,臺北市士林區忠誠路二段77號(前方候車亭),,3G,121.53192800000001,25.113364,智慧公車亭,HB12001989,智慧公車亭　天母棒球場,"No.77, Sec. 2, Zhongcheng Rd., Shilin Dist., Taipei City, Taiwan"
95,OH,智慧公車亭,蘭雅國中,士林區,SL270019,Aruba,00:24:6C:5A:A2:D0,10.120.140.172,臺北市士林區忠誠路二段41巷口(往南10M候車亭),288Y070052,16M/3M,121.53066399999999,25.10949,智慧公車亭,HB11000125,7-11　德行門市,"Lane 41, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City, Taiwan"
96,OH,智慧公車亭,蘭雅新城(南),士林區,SL270018,Aruba,00:24:6C:5A:44:30,10.114.51.94,臺北市士林區忠誠路一段157號(達美牙醫診所對面候車亭),,3G,121.52977299999999,25.107155,智慧公車亭,HB12002014,智慧公車亭　蘭雅新城(南),"No.157, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City, Taiwan"
97,OH,智慧公車亭,蘭雅新城(北),士林區,SL270017,Aruba,00:24:6C:5A:72:B0,10.114.51.87,臺北市士林區忠誠路一段157號(前方候車亭),,3G,121.530208,25.107260999999998,智慧公車亭,HB12001990,智慧公車亭　蘭雅新城(北),"No.157, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City, Taiwan"
98,OH,智慧公車亭,忠誠公園,士林區,SL270016,Aruba,00:24:6C:5A:A3:E0,10.114.51.90,臺北市士林區忠誠路一段16巷(對面(忠誠公園候車亭)),,3G,121.525876,25.103949,智慧公車亭,HB12002004,智慧公車亭　忠誠公園,"Lane 16, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City, Taiwan"
99,OH,智慧公車亭,智慧公車亭　松山車站(八德),松山區,SS270012,Aruba,00:24:6C:5A:9D:F0,10.114.51.167,臺北市松山區八德路四段758號(左邊空地與捷運松山站四號出口中間),,3G,121.57836,25.049825,主要幹道,HB14000382,智慧公車亭　松山車站(八德),"No.758, Sec. 4, Bade Rd., Songshan Dist., Taipei City, Taiwan"
100,OH,智慧公車亭,智慧公車亭　南京三民路口,松山區,SS270010,Aruba,00:24:6C:5A:6E:E0,10.114.51.165,臺北市松山區南京東路五段66號(前中央分隔島公車亭，路口西側),,3G,121.56066000000001,25.051431,主要幹道,HB14000381,智慧公車亭　南京三民路口,"No.66, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City, Taiwan"
101,OH,智慧公車亭,智慧公車亭　南京寧安街口,松山區,SS270009,Aruba,00:24:6C:5A:91:50,10.114.51.164,臺北市松山區南京東路四段134號(前中央分隔島公車亭，路口東側),,4G,121.55525,25.051610999999998,智慧公車亭,HB14000380,智慧公車亭　南京寧安街口,"No.134, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City, Taiwan"
102,OH,智慧公車亭,智慧公車亭　南京寧安街口,松山區,SS270008,Aruba,00:24:6C:5A:9C:70,10.114.51.163,臺北市松山區南京東路四段56號(前中央分隔島公車亭，路口西側),,3G,121.5549,25.051529000000002,智慧公車亭,HB14000380,智慧公車亭　南京寧安街口,"No.56, Sec. 4, Nanjing E. Rd., Songshan Dist., Taipei City, Taiwan"
103,OH,智慧公車亭,智慧公車亭　捷運南京復興站,中山區,ZS270017,Aruba,00:24:6C:5A:A0:C0,10.114.51.159,臺北市中山區南京東路三段224號(前中央分隔島公車亭，路口西側),,3G,121.5438,25.051787,智慧公車亭,HB14000378,智慧公車亭　捷運南京復興站,"No.224, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
104,OH,智慧公車亭,智慧公車亭　南京龍江路口,中山區,ZS270016,Aruba,00:24:6C:5A:3D:00,10.114.51.158,臺北市中山區南京東路三段128號(前中央分隔島公車亭，路口東側),,3G,121.5406,25.0519,智慧公車亭,HB14000377,智慧公車亭　南京龍江路口,"No.128, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
105,OH,智慧公車亭,智慧公車亭　南京建國路口,中山區,ZS270014,Aruba,00:24:6C:5A:5E:C0,10.114.51.156,臺北市中山區南京東路三段2號(前中央分隔島公車亭，路口東側),,3G,121.53728000000001,25.051947,智慧公車亭,HB14000376,智慧公車亭　南京建國路口,"No.2, Sec. 3, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
106,OH,智慧公車亭,智慧公車亭　捷運松江南京站,中山區,ZS270012,Aruba,00:24:6C:5A:A2:00,10.114.51.154,臺北市中山區南京東路二段111-1號(前中央分隔島公車亭，路口東側),,3G,121.53338000000001,25.052057,智慧公車亭,HB14000375,智慧公車亭　捷運松江南京站,"No.111-1, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
107,OH,智慧公車亭,智慧公車亭　捷運松江南京站,中山區,ZS270011,Aruba,00:24:6C:5A:A5:B0,10.114.51.153,臺北市中山區南京東路二段98號(前中央分隔島公車亭，路口西側),,3G,121.53278,25.051976,智慧公車亭,HB14000375,智慧公車亭　捷運松江南京站,"No.98, Sec. 2, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
108,OH,智慧公車亭,智慧公車亭　南京林森路口,中山區,ZS270008,Aruba,00:24:6C:5A:9C:50,10.114.51.150,臺北市中山區南京東路一段86號(前中央分隔島公車亭，路口東側),,3G,121.52556000000001,25.052104,智慧公車亭,HB14000372,智慧公車亭　南京林森路口,"No.86, Sec. 1, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
118,IH,市集,成功市場,大安區,DA230006,SMC,B8:9B:C9:F5:24:E0,10.120.54.114,臺北市大安區四維路192巷(臨時棚攤020攤位前),223Y176575,60M/20M,121.54727,25.026923,主要市集,HB14000431,成功市場,"Lane 192, Siwei Rd., Da'an Dist., Taipei City, Taiwan"
109,OH,智慧公車亭,智慧公車亭　南京林森路口,中山區,ZS270007,Aruba,00:24:6C:5A:A5:E0,10.114.51.149,臺北市中山區南京東路一段70號(前中央分隔島公車亭，路口西側),,3G,121.5251,25.05208,智慧公車亭,HB14000372,智慧公車亭　南京林森路口,"No.70, Sec. 1, Nanjing E. Rd., Zhongshan Dist., Taipei City, Taiwan"
110,IH,圖書館,福德智慧圖書館,信義區,XY030011,Aruba,D8:C7:C8:76:C9:C0,10.114.71.115,臺北市信義區福德街15號2樓(自修室中央天花板內),227Y202851,20M/5M,121.57959,25.036237,市立圖書館,HB14000398,福德智慧圖書館,"2F., No.15, Fude St., Xinyi Dist., Taipei City, Taiwan"
111,IH,圖書館,福德智慧圖書館,信義區,XY030010,Aruba,00:24:6C:4C:9A:10,10.114.71.114,臺北市信義區福德街15號2樓(兒童閱覽區沙發後天花板內),227Y202851,20M/5M,121.57968999999999,25.036237,市立圖書館,HB14000398,福德智慧圖書館,"2F., No.15, Fude St., Xinyi Dist., Taipei City, Taiwan"
112,IH,市集,水源市場,中正區,ZZ230028,Aruba,9C:1C:12:7F:33:30,10.114.71.30,臺北市中正區羅斯福路四段92號2F(098攤位前中央走道上),223Y156338,100M/40M,121.535003,25.013745999999998,主要市集,HB13000720,水源市場,"2F., No.92, Sec. 4, Roosevelt Rd., Zhongzheng Dist., Taipei City, Taiwan"
113,IH,市集,水源市場,中正區,ZZ230027,Aruba,24:DE:C6:87:DA:60,10.114.71.29,臺北市中正區羅斯福路四段92號1F(029攤位前中央走道上),223Y156338,100M/40M,121.53498,25.013593,主要市集,HB13000720,水源市場,"1F., No.92, Sec. 4, Roosevelt Rd., Zhongzheng Dist., Taipei City, Taiwan"
114,IH,市集,成功市場,大安區,DA230010,SMC,B8:9B:C9:F7:55:20,10.120.54.118,臺北市大安區四維路192巷(臨時棚攤31攤位前),223Y176575,60M/20M,121.5477,25.026943,主要市集,HB14000431,成功市場,"Lane 192, Siwei Rd., Da'an Dist., Taipei City, Taiwan"
115,IH,市集,成功市場,大安區,DA230009,SMC,B8:9B:C9:F7:55:A0,10.120.54.117,臺北市大安區四維路192巷(臨時棚攤104攤位前),223Y176575,60M/20M,121.54735,25.027008,主要市集,HB14000431,成功市場,"Lane 192, Siwei Rd., Da'an Dist., Taipei City, Taiwan"
116,IH,市集,成功市場,大安區,DA230008,SMC,B8:9B:C9:F8:79:00,10.120.54.116,臺北市大安區四維路192巷(臨時棚攤土地公前),223Y176575,60M/20M,121.54718999999999,25.026871,主要市集,HB14000431,成功市場,"Lane 192, Siwei Rd., Da'an Dist., Taipei City, Taiwan"
117,IH,市集,成功市場,大安區,DA230007,SMC,B8:9B:C9:F8:73:C0,10.120.54.115,臺北市大安區四維路192巷(臨時棚攤B003攤位前),223Y176575,60M/20M,121.54700000000001,25.026931,主要市集,HB14000431,成功市場,"Lane 192, Siwei Rd., Da'an Dist., Taipei City, Taiwan"
119,IH,市集,成功市場,大安區,DA230005,SMC,B8:9B:C9:F5:21:A0,10.120.54.113,臺北市大安區四維路192巷(臨時棚攤A003攤位前),223Y176575,60M/20M,121.54766000000001,25.026911,主要市集,HB14000431,成功市場,"Lane 192, Siwei Rd., Da'an Dist., Taipei City, Taiwan"
120,IH,市集,興隆市場,文山區,WS230005,SMC,B8:9B:C9:F7:57:A0,10.120.54.100,臺北市文山區興隆路二段97號(17與70前方走道上方),2931Y027338,60M/20M,121.54732,24.99982,主要市集,HB14000430,興隆市場,"No.97, Sec. 2, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan"
121,IH,市集,興隆市場,文山區,WS230004,SMC,B8:9B:C9:FB:F0:E0,10.120.54.99,臺北市文山區興隆路二段97號(55與56前方走道上方),2931Y027338,60M/20M,121.54735,24.99982,主要市集,HB14000430,興隆市場,"No.97, Sec. 2, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan"
122,IH,市集,興隆市場,文山區,WS230003,SMC,B8:9B:C9:F7:56:C0,10.120.54.98,臺北市文山區興隆路二段97號(51與52前方走道上方),2931Y027338,60M/20M,121.54733999999999,24.99982,主要市集,HB14000430,興隆市場,"No.97, Sec. 2, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan"
123,IH,市集,興隆市場,文山區,WS230002,SMC,B8:9B:C9:F7:55:60,10.120.54.97,臺北市文山區興隆路二段97號(38與43前方走道上方),2931Y027338,60M/20M,121.54733,24.99982,主要市集,HB14000430,興隆市場,"No.97, Sec. 2, Xinglong Rd., Wenshan Dist., Taipei City, Taiwan"
124,OD,市集,南機場市場,萬華區,WH060084,SMC,B8:9B:C9:F8:62:80,10.120.61.241,臺北市萬華區中華路二段364巷22弄33號(南機場市場入口處),223Y176304,16M/3M,121.503808,25.028368,主要市集,HB14000390,忠恕社區(室外),"No.33, Aly. 22, Lane 364, Sec. 2, Zhonghua Rd., Wanhua Dist., Taipei City, Taiwan"
125,OD,市集,武昌市場,松山區,SS230001,SMC,B8:9B:C9:F7:57:60,10.120.61.225,臺北市松山區南京東路五段59巷27弄30號(屋簷下),227Y202125,16M/3M,121.560325,25.052487,主要市集,HB14000368,武昌市場(室外),"No.30, Aly. 27, Lane 59, Sec. 5, Nanjing E. Rd., Songshan Dist., Taipei City, Taiwan"
126,IH,區民活動中心,萬華福星區民活動中心,萬華區,WH300015,Aruba,24:DE:C6:8A:4C:60,10.114.39.187,臺北市萬華區西寧南路14-3號2樓(弧形中央台上方),223Y157688,16M/3M,121.50695800000001,25.046766,其他市政機關,HB13000832,區民活動中心　萬華福星,"2F., No.14-3, Xining S. Rd., Wanhua Dist., Taipei City, Taiwan"
127,IH,區民活動中心,萬華菜園區民活動中心,萬華區,WH300014,Aruba,24:DE:C6:91:F5:E0,10.114.39.183,臺北市萬華區環河南路一段臨280之3號(門口右側天花板上),223Y158261,16M/3M,121.493723,25.034411,其他市政機關,HB13000828,區民活動中心　萬華菜園,"No.280-3, Sec. 2, Huanhe S. Rd., Wanhua Dist., Taipei City, Taiwan"
128,IH,區民活動中心,萬華頂碩區民活動中心,萬華區,WH300013,Aruba,24:DE:C6:8A:45:30,10.114.39.174,臺北市萬華區興寧街2號3樓(入口旁天花板上),223Y157665,16M/3M,121.502218,25.03228,其他市政機關,HB13000819,區民活動中心　萬華頂碩,"3F., No.2, Xingning St., Wanhua Dist., Taipei City, Taiwan"
129,IH,區民活動中心,萬華青山區民活動中心,萬華區,WH300016,Aruba,24:DE:C6:91:F6:00,10.114.39.182,臺北市萬華區環河南路二段臨5之1號(舞台前上方),223Y162100,16M/3M,121.493729,25.034411,其他市政機關,HB13000827,區民活動中心　萬華青山,"No.5-1, Sec. 2, Huanhe S. Rd., Wanhua Dist., Taipei City, Taiwan"
130,IH,區民活動中心,萬華和德區民活動中心,萬華區,WH300011,Aruba,24:DE:C6:91:F6:80,10.114.39.179,臺北市萬華區西園路二段路372之10號(辦公室旁公告欄上),223Y162227,16M/3M,121.49111,25.025298,其他市政機關,HB13000824,區民活動中心　萬華和德,"No.372-10, Wanhua Dist., Taipei City, Taiwan"
131,IH,區民活動中心,萬華光復區民活動中心,萬華區,WH300010,Aruba,24:DE:C6:8A:43:D0,10.114.39.172,臺北市萬華區西園路二路370之1號(冷氣機旁佈告欄上方),223Y157662,16M/3M,121.496953,25.03068,其他市政機關,HB13000817,區民活動中心　萬華光復,"No.370-1, Wanhua Dist., Taipei City, Taiwan"
132,IH,區民活動中心,南港南港區民活動中心,南港區,NG300010,Aruba,24:DE:C6:8A:0E:60,10.114.39.158,臺北市南港區市民大道八段367號2樓(入口左方櫃子上),227W014802,8M/640K,121.60796,25.053732,其他市政機關,HB13000803,區民活動中心　南港南港,"2F., No.367, Nangang Dist., Taipei City, Taiwan"
133,IH,區民活動中心,信義三張里區民活動中心,信義區,XY300007,Aruba,00:24:6C:FC:EB:00,10.114.39.168,臺北市信義區莊敬路423巷7弄2號1樓(投影機旁天花板),227W014803,8M/640K,121.566612,25.028688,其他市政機關,HB13000813,區民活動中心　信義三張里,"1F., No.2, Aly. 7, Lane 423, Zhuangjing Rd., Xinyi Dist., Taipei City, Taiwan"
134,IH,區民活動中心,松山龍田區民活動中心,松山區,SS300012,Aruba,D8:C7:C8:7B:1F:30,10.114.39.145,臺北市松山區光復北路230巷21號地下1樓(大門左方天花板上),225Y170607,16M/3M,121.55799999999999,25.049513,其他市政機關,HB13000790,區民活動中心　松山龍田,"No.21, Lane 230, Guangfu N. Rd., Songshan Dist., Taipei City, Taiwan"
135,IH,區民活動中心,松山自強區民活動中心,松山區,SS300010,Aruba,24:DE:C6:92:74:00,10.114.39.148,臺北市松山區三民路35巷9號(大門旁上方天花板),227Y181949,16M/3M,121.563625,25.05558,其他市政機關,HB13000793,區民活動中心　松山自強,"No.9, Lane 35, Sanmin Rd., Songshan Dist., Taipei City, Taiwan"
136,IH,區民活動中心,松山中正區民活動中心,松山區,SS300009,Aruba,D8:C7:C8:7B:1F:20,10.114.39.140,臺北市松山區長安東路二段229號11樓(中央天花板上),225Y170596,16M/3M,121.545896,25.048374,其他市政機關,HB13000785,區民活動中心　松山中正,"11F., No.229, Sec. 2, Chang’an E. Rd., Songshan Dist., Taipei City, Taiwan"
137,IH,區民活動中心,北投關渡區民活動中心,北投區,BT300002,Aruba,D9:C7:C8:7B:1B:E0,10.114.39.160,臺北市北投區大度路三段301巷1號(進去右側上方天花板上),289Y024836,16M/3M,121.466321,25.12311,其他市政機關,HB13000805,區民活動中心　北投關渡,"No.1, Lane 301, Sec. 3, Dadu Rd., Beitou Dist., Taipei City, Taiwan"
138,IH,區民活動中心,北投文化區民活動中心,北投區,BT300001,Aruba,D8:C7:C8:7B:1B:40,10.114.39.161,"臺北市北投區文化三路3號4,5樓(中央天花板上)",289Y024837,16M/3M,121.49623100000001,25.136692,其他市政機關,HB13000806,區民活動中心　北投文化,"4,5F., No.3, Wenhua 3rd Rd., Beitou Dist., Taipei City, Taiwan"
139,IH,區民活動中心,文山樟腳區民活動中心,文山區,WS300008,Aruba,24:DE:C6:8A:48:C0,10.114.39.229,臺北市文山區恆光街45號8樓(冷氣機上方),2939Y037111,16M/3M,121.56730900000001,24.98242,其他市政機關,HB13000874,區民活動中心　文山樟腳,"8F., No.45, Hengguang St., Wenshan Dist., Taipei City, Taiwan"
140,IH,區民活動中心,文山景行區民活動中心,文山區,WS300007,Aruba,D8:C7:C8:7B:12:30,10.114.39.227,臺北市文山區羅斯福路六段393號6-9樓(中央天花板上),2931Y024717,16M/3M,121.540601,24.992127,其他市政機關,HB13000872,區民活動中心　文山景行,"6-9F., No.393, Sec. 6, Roosevelt Rd., Wenshan Dist., Taipei City, Taiwan"
141,IH,區民活動中心,文山忠順區民活動中心,文山區,WS300006,Aruba,24:DE:C6:8A:49:00,10.114.39.228,臺北市文山區忠順街二段22號2樓(門口前方天花板),2939Y037110,16M/3M,121.563096,24.984658,其他市政機關,HB13000873,區民活動中心　文山忠順,"2F., No.22, Sec. 2, Zhongshun St., Wenshan Dist., Taipei City, Taiwan"
